Channel ID,Channel URL,Channel title
UC4JX40jDee_tINbkjycV4Sg,http://www.youtube.com/channel/UC4JX40jDee_tINbkjycV4Sg,Tech With Tim
UC8butISFwT-Wl7EV0hUK0BQ,http://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,freeCodeCamp.org
UCQ-W1KE9EYfdxhL6S4twUNw,http://www.youtube.com/channel/UCQ-W1KE9EYfdxhL6S4twUNw,The Cherno
